bonus	subject	world	squarepath	step	squaretype	rt	numopen	numexits	Nr	Sr	Nl	Sl	Nu	Su	Nd	Sd	actioncode	existsL	existsR	existsU	existsD	blackremains
2	S11135	courtyard	p(0,0);	0	X	1094	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S11135	courtyard	p(0,0);p(1,0);	1	N	607	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S11135	courtyard	p(0,0);p(1,0);p(2,0);	2	N	696	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S11135	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	1368	4	1	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
2	S11135	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	456	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
2	S11135	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	960	2	1	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
2	S123177	courtyard	p(0,0);	0	X	13562	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S123177	courtyard	p(0,0);p(1,0);	1	N	448	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S123177	courtyard	p(0,0);p(1,0);p(2,0);	2	N	411	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S123177	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	1195	4	1	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
2	S123177	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	362	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
2	S123177	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	772	2	1	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
2	S126242	courtyard	p(0,0);	0	X	2482	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S126242	courtyard	p(0,0);p(1,0);	1	N	423	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S126242	courtyard	p(0,0);p(1,0);p(2,0);	2	N	433	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S126242	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	1280	4	1	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
2	S126242	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	450	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
2	S126242	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	885	2	1	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
2	S14208	courtyard	p(0,0);	0	X	2814	0	1	0	0	0	0	0	0	0	0	D	FALSE	TRUE	FALSE	TRUE	0
2	S14208	courtyard	p(0,0);p(0,1);	1	N	577	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
2	S14208	courtyard	p(0,0);p(0,1);p(0,2);	2	N	628	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
2	S14208	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);	3	N	683	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
2	S14208	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	4	D	750	5	1	3	2	0	0	3	6	0	0	R	FALSE	TRUE	TRUE	FALSE	5
2	S14208	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);	5	N	648	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	5
2	S14208	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);	6	N	712	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	5
2	S14208	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	7	D	1102	3	1	0	0	2	3	2	1	0	0	U	TRUE	TRUE	TRUE	FALSE	2
2	S14208	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);	8	N	544	0	1	0	0	0	0	0	0	0	0	U	FALSE	FALSE	TRUE	TRUE	2
2	S14208	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);	9	G	837	2	1	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
2	S156147	courtyard	p(0,0);	0	X	1548	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S156147	courtyard	p(0,0);p(1,0);	1	N	453	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S156147	courtyard	p(0,0);p(1,0);p(2,0);	2	N	533	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S156147	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	729	4	1	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
2	S156147	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	545	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
2	S156147	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	876	2	1	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
2	S16432	courtyard	p(0,0);	0	X	2454	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S16432	courtyard	p(0,0);p(1,0);	1	N	423	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S16432	courtyard	p(0,0);p(1,0);p(2,0);	2	N	459	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S16432	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	484	4	1	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
2	S16432	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	432	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
2	S16432	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	688	2	1	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
2	S164546	courtyard	p(0,0);	0	X	9429	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S164546	courtyard	p(0,0);p(1,0);	1	N	335	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S164546	courtyard	p(0,0);p(1,0);p(2,0);	2	N	320	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S164546	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	1254	4	1	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
2	S164546	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	307	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
2	S164546	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	856	2	1	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
2	S166242	courtyard	p(0,0);	0	X	3885	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S166242	courtyard	p(0,0);p(1,0);	1	N	426	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S166242	courtyard	p(0,0);p(1,0);p(2,0);	2	N	381	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S166242	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	991	4	1	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
2	S166242	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	498	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
2	S166242	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	743	2	1	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
2	S180888	courtyard	p(0,0);	0	X	9434	0	1	0	0	0	0	0	0	0	0	D	FALSE	TRUE	FALSE	TRUE	0
2	S180888	courtyard	p(0,0);p(0,1);	1	N	485	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
2	S180888	courtyard	p(0,0);p(0,1);p(0,2);	2	N	434	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
2	S180888	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);	3	N	536	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
2	S180888	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	4	D	1202	5	1	3	2	0	0	3	6	0	0	R	FALSE	TRUE	TRUE	FALSE	5
2	S180888	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);	5	N	425	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	5
2	S180888	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);	6	N	466	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	5
2	S180888	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	7	D	968	3	1	0	0	2	3	2	1	0	0	U	TRUE	TRUE	TRUE	FALSE	2
2	S180888	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);	8	N	404	0	1	0	0	0	0	0	0	0	0	U	FALSE	FALSE	TRUE	TRUE	2
2	S180888	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);	9	G	933	2	1	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
2	S185508	courtyard	p(0,0);	0	X	3399	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S185508	courtyard	p(0,0);p(1,0);	1	N	858	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S185508	courtyard	p(0,0);p(1,0);p(2,0);	2	N	970	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S185508	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	1676	4	1	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
2	S185508	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	690	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
2	S185508	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	1299	2	1	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
2	S191334	courtyard	p(0,0);	0	X	1102	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S191334	courtyard	p(0,0);p(1,0);	1	N	576	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S191334	courtyard	p(0,0);p(1,0);p(2,0);	2	N	982	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S191334	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	2003	4	1	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
2	S191334	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	520	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
2	S191334	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	1416	2	1	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
2	S20545	courtyard	p(0,0);	0	X	1385	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S20545	courtyard	p(0,0);p(1,0);	1	N	386	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S20545	courtyard	p(0,0);p(1,0);p(2,0);	2	N	449	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S20545	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	522	4	1	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
2	S20545	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	352	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
2	S20545	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	745	2	1	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
2	S224593	courtyard	p(0,0);	0	X	1350	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S224593	courtyard	p(0,0);p(1,0);	1	N	1093	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S224593	courtyard	p(0,0);p(1,0);p(2,0);	2	N	455	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S224593	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	1079	4	1	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
2	S224593	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	587	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
2	S224593	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	1246	2	1	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
2	S235282	courtyard	p(0,0);	0	X	6246	0	1	0	0	0	0	0	0	0	0	D	FALSE	TRUE	FALSE	TRUE	0
2	S235282	courtyard	p(0,0);p(0,1);	1	N	474	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
2	S235282	courtyard	p(0,0);p(0,1);p(0,2);	2	N	662	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
2	S235282	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);	3	N	778	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
2	S235282	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	4	D	621	5	1	3	2	0	0	3	6	0	0	R	FALSE	TRUE	TRUE	FALSE	5
2	S235282	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);	5	N	573	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	5
2	S235282	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);	6	N	785	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	5
2	S235282	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	7	D	726	3	1	0	0	2	3	2	1	0	0	U	TRUE	TRUE	TRUE	FALSE	2
2	S235282	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);	8	N	661	0	1	0	0	0	0	0	0	0	0	U	FALSE	FALSE	TRUE	TRUE	2
2	S235282	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);	9	G	567	2	1	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
2	S247056	courtyard	p(0,0);	0	X	1598	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S247056	courtyard	p(0,0);p(1,0);	1	N	248	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S247056	courtyard	p(0,0);p(1,0);p(2,0);	2	N	366	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S247056	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	503	4	1	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
2	S247056	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	401	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
2	S247056	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	730	2	1	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
2	S248332	courtyard	p(0,0);	0	X	3891	0	1	0	0	0	0	0	0	0	0	D	FALSE	TRUE	FALSE	TRUE	0
2	S248332	courtyard	p(0,0);p(0,1);	1	N	494	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
2	S248332	courtyard	p(0,0);p(0,1);p(0,2);	2	N	496	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
2	S248332	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);	3	N	582	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
2	S248332	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	4	D	687	5	1	3	2	0	0	3	6	0	0	R	FALSE	TRUE	TRUE	FALSE	5
2	S248332	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);	5	N	516	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	5
2	S248332	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);	6	N	651	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	5
2	S248332	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	7	D	822	3	1	0	0	2	3	2	1	0	0	U	TRUE	TRUE	TRUE	FALSE	2
2	S248332	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);	8	N	684	0	1	0	0	0	0	0	0	0	0	U	FALSE	FALSE	TRUE	TRUE	2
2	S248332	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);	9	G	732	2	1	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
2	S250296	courtyard	p(0,0);	0	X	4351	0	1	0	0	0	0	0	0	0	0	D	FALSE	TRUE	FALSE	TRUE	0
2	S250296	courtyard	p(0,0);p(0,1);	1	N	460	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
2	S250296	courtyard	p(0,0);p(0,1);p(0,2);	2	N	463	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
2	S250296	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);	3	N	413	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	10
2	S250296	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);	4	D	599	5	1	3	2	0	0	3	6	0	0	R	FALSE	TRUE	TRUE	FALSE	5
2	S250296	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);	5	N	599	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	5
2	S250296	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);	6	N	400	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	5
2	S250296	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);	7	D	692	3	1	0	0	2	3	2	1	0	0	U	TRUE	TRUE	TRUE	FALSE	2
2	S250296	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);	8	N	422	0	1	0	0	0	0	0	0	0	0	U	FALSE	FALSE	TRUE	TRUE	2
2	S250296	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);	9	G	362	2	1	0	0	0	0	0	0	0	0	U	TRUE	TRUE	TRUE	TRUE	0
2	S250296	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);p(3,1);	10	N	736	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	0
2	S250296	courtyard	p(0,0);p(0,1);p(0,2);p(0,3);p(0,4);p(1,4);p(2,4);p(3,4);p(3,3);p(3,2);p(3,1);p(3,2);	11	N	416	0	1	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
2	S256137	courtyard	p(0,0);	0	X	5974	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S256137	courtyard	p(0,0);p(1,0);	1	N	478	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S256137	courtyard	p(0,0);p(1,0);p(2,0);	2	N	490	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S256137	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	750	4	1	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
2	S256137	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	486	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
2	S256137	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	784	2	1	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
2	S265716	courtyard	p(0,0);	0	X	1058	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S265716	courtyard	p(0,0);p(1,0);	1	N	399	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S265716	courtyard	p(0,0);p(1,0);p(2,0);	2	N	478	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S265716	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	875	4	1	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
2	S265716	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	753	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
2	S265716	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	987	2	1	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
2	S269331	courtyard	p(0,0);	0	X	4325	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S269331	courtyard	p(0,0);p(1,0);	1	N	1655	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S269331	courtyard	p(0,0);p(1,0);p(2,0);	2	N	892	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S269331	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	2448	4	1	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
2	S269331	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	858	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
2	S269331	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	1211	2	1	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
2	S279506	courtyard	p(0,0);	0	X	2079	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S279506	courtyard	p(0,0);p(1,0);	1	N	746	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S279506	courtyard	p(0,0);p(1,0);p(2,0);	2	N	535	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S279506	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	1334	4	1	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
2	S279506	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	466	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
2	S279506	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	1135	2	1	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
2	S280055	courtyard	p(0,0);	0	X	2391	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S280055	courtyard	p(0,0);p(1,0);	1	N	585	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S280055	courtyard	p(0,0);p(1,0);p(2,0);	2	N	647	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S280055	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	4262	4	1	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
2	S280055	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);	4	N	690	0	1	0	0	0	0	0	0	0	0	D	FALSE	FALSE	TRUE	TRUE	6
2	S280055	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);	5	G	1074	2	1	0	0	0	0	0	0	0	0	L	TRUE	TRUE	TRUE	TRUE	0
2	S29058	courtyard	p(0,0);	0	X	3414	0	1	0	0	0	0	0	0	0	0	R	FALSE	TRUE	FALSE	TRUE	0
2	S29058	courtyard	p(0,0);p(1,0);	1	N	560	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S29058	courtyard	p(0,0);p(1,0);p(2,0);	2	N	632	0	1	0	0	0	0	0	0	0	0	R	TRUE	TRUE	FALSE	FALSE	10
2	S29058	courtyard	p(0,0);p(1,0);p(2,0);p(3,0);	3	D	1000	4	1	0	0	4	6	0	0	2	1	D	TRUE	TRUE	FALSE	TRUE	6
