world,node,child,value,dv_0.0,dv_0.01,dv_0.02,dv_0.03,dv_0.04,dv_0.05,dv_0.06,dv_0.07,dv_0.08,dv_0.09,dv_0.1,dv_0.11,dv_0.12,dv_0.13,dv_0.14,dv_0.15,dv_0.16,dv_0.17,dv_0.18,dv_0.19,dv_0.2,dv_0.21,dv_0.22,dv_0.23,dv_0.24,dv_0.25,dv_0.26,dv_0.27,dv_0.28,dv_0.29,dv_0.3,dv_0.31,dv_0.32,dv_0.33,dv_0.34,dv_0.35,dv_0.36,dv_0.37,dv_0.38,dv_0.39,dv_0.4,dv_0.41,dv_0.42,dv_0.43,dv_0.44,dv_0.45,dv_0.46,dv_0.47,dv_0.48,dv_0.49,dv_0.5,dv_0.51,dv_0.52,dv_0.53,dv_0.54,dv_0.55,dv_0.56,dv_0.57,dv_0.58,dv_0.59,dv_0.6,dv_0.61,dv_0.62,dv_0.63,dv_0.64,dv_0.65,dv_0.66,dv_0.67,dv_0.68,dv_0.69,dv_0.7,dv_0.71,dv_0.72,dv_0.73,dv_0.74,dv_0.75,dv_0.76,dv_0.77,dv_0.78,dv_0.79,dv_0.8,dv_0.81,dv_0.82,dv_0.83,dv_0.84,dv_0.85,dv_0.86,dv_0.87,dv_0.88,dv_0.89,dv_0.9,dv_0.91,dv_0.92,dv_0.93,dv_0.94,dv_0.95,dv_0.96,dv_0.97,dv_0.98,dv_0.99
ikea,N9812190,N6109064,14.526,3.105,3.142,3.179,3.216,3.253,3.291,3.33,3.368,3.408,3.447,3.487,3.528,3.569,3.611,3.653,3.696,3.74,3.785,3.83,3.875,3.922,3.969,4.018,4.067,4.117,4.168,4.22,4.273,4.328,4.383,4.44,4.498,4.557,4.618,4.68,4.743,4.808,4.874,4.942,5.012,5.084,5.157,5.232,5.309,5.388,5.469,5.553,5.638,5.726,5.816,5.908,6.003,6.1,6.2,6.303,6.408,6.516,6.627,6.741,6.859,6.979,7.102,7.229,7.36,7.493,7.631,7.772,7.917,8.066,8.218,8.375,8.536,8.701,8.87,9.044,9.222,9.389,9.559,9.732,9.909,10.089,10.273,10.461,10.652,10.847,11.046,11.249,11.456,11.666,11.881,12.1,12.323,12.55,12.782,13.018,13.258,13.502,13.751,14.005,14.263
ikea,N9812190,N1448237,16.105,2.579,2.591,2.604,2.617,2.63,2.644,2.659,2.674,2.689,2.706,2.722,2.74,2.758,2.777,2.797,2.818,2.84,2.862,2.886,2.911,2.937,2.965,2.994,3.024,3.055,3.089,3.123,3.16,3.198,3.238,3.28,3.325,3.371,3.419,3.47,3.523,3.579,3.637,3.698,3.762,3.829,3.899,3.971,4.048,4.127,4.21,4.296,4.387,4.481,4.579,4.681,4.787,4.898,5.013,5.133,5.257,5.387,5.521,5.661,5.806,5.956,6.112,6.274,6.442,6.616,6.796,6.982,7.176,7.375,7.582,7.796,8.001,8.213,8.431,8.656,8.888,9.127,9.374,9.628,9.889,10.159,10.436,10.694,10.945,11.201,11.463,11.731,12.004,12.283,12.568,12.859,13.156,13.458,13.767,14.082,14.403,14.731,15.065,15.405,15.752
cubicles,N9487763,N9527877,14.7,4.4,4.427,4.455,4.484,4.513,4.543,4.574,4.605,4.638,4.671,4.705,4.739,4.775,4.812,4.849,4.888,4.928,4.968,5.01,5.053,5.097,5.142,5.188,5.236,5.284,5.334,5.386,5.438,5.492,5.547,5.604,5.662,5.722,5.783,5.846,5.91,5.975,6.043,6.112,6.182,6.254,6.328,6.404,6.481,6.561,6.642,6.725,6.809,6.896,6.984,7.075,7.167,7.262,7.359,7.457,7.558,7.661,7.766,7.873,7.982,8.094,8.207,8.324,8.442,8.563,8.686,8.811,8.939,9.07,9.202,9.338,9.476,9.616,9.759,9.905,10.053,10.204,10.358,10.514,10.673,10.835,11.0,11.167,11.338,11.511,11.687,11.867,12.049,12.234,12.422,12.613,12.808,13.005,13.206,13.409,13.616,13.827,14.04,14.257,14.477
cubicles,N9487763,N8892822,17.1,2.3,2.326,2.354,2.382,2.411,2.442,2.473,2.506,2.54,2.576,2.613,2.651,2.691,2.733,2.776,2.821,2.868,2.916,2.967,3.02,3.074,3.131,3.19,3.252,3.315,3.381,3.45,3.521,3.594,3.671,3.75,3.831,3.916,4.003,4.094,4.188,4.284,4.384,4.487,4.593,4.703,4.816,4.933,5.053,5.177,5.305,5.436,5.571,5.71,5.853,6.0,6.151,6.306,6.466,6.629,6.794,6.947,7.103,7.262,7.424,7.59,7.758,7.93,8.105,8.283,8.464,8.649,8.837,9.029,9.224,9.422,9.624,9.829,10.038,10.25,10.466,10.685,10.908,11.135,11.365,11.599,11.837,12.079,12.324,12.573,12.826,13.083,13.344,13.608,13.877,14.149,14.426,14.707,14.991,15.28,15.573,15.87,16.171,16.477,16.786
cubicles,N9487763,N3493111,19.1,2.6,2.639,2.68,2.721,2.763,2.807,2.851,2.897,2.944,2.993,3.043,3.094,3.147,3.202,3.258,3.316,3.376,3.437,3.501,3.567,3.634,3.704,3.776,3.851,3.927,4.006,4.088,4.172,4.258,4.348,4.44,4.534,4.632,4.732,4.836,4.943,5.052,5.165,5.281,5.4,5.523,5.649,5.779,5.912,6.049,6.19,6.334,6.482,6.634,6.79,6.95,7.114,7.282,7.455,7.631,7.812,7.998,8.188,8.382,8.581,8.785,8.993,9.206,9.424,9.647,9.875,10.108,10.347,10.59,10.839,11.092,11.352,11.616,11.887,12.162,12.444,12.731,13.024,13.322,13.556,13.787,14.022,14.26,14.5,14.745,14.992,15.242,15.496,15.753,16.013,16.276,16.543,16.813,17.087,17.364,17.645,17.929,18.216,18.507,18.802
labyrinth3,N5316967,N4592326,14.857,9.857,9.907,9.957,10.007,10.057,10.107,10.157,10.207,10.257,10.307,10.357,10.407,10.457,10.507,10.557,10.607,10.657,10.707,10.757,10.807,10.857,10.907,10.957,11.007,11.057,11.107,11.157,11.207,11.257,11.307,11.357,11.407,11.457,11.507,11.557,11.607,11.657,11.707,11.757,11.807,11.857,11.907,11.957,12.007,12.057,12.107,12.157,12.207,12.257,12.307,12.357,12.407,12.457,12.507,12.557,12.607,12.657,12.707,12.757,12.807,12.857,12.907,12.957,13.007,13.057,13.107,13.157,13.207,13.257,13.307,13.357,13.407,13.457,13.507,13.557,13.607,13.657,13.707,13.757,13.807,13.857,13.907,13.957,14.007,14.057,14.107,14.157,14.207,14.257,14.307,14.357,14.407,14.457,14.507,14.557,14.607,14.657,14.707,14.757,14.807
labyrinth3,N5316967,N8407469,16.571,3.857,3.984,4.111,4.239,4.366,4.493,4.62,4.747,4.874,5.001,5.129,5.256,5.383,5.51,5.637,5.764,5.891,6.019,6.146,6.273,6.4,6.527,6.654,6.781,6.909,7.036,7.163,7.29,7.417,7.544,7.671,7.799,7.926,8.053,8.18,8.307,8.434,8.561,8.689,8.816,8.943,9.07,9.197,9.324,9.451,9.579,9.706,9.833,9.96,10.087,10.214,10.341,10.469,10.596,10.723,10.85,10.977,11.104,11.231,11.359,11.486,11.613,11.74,11.867,11.994,12.121,12.249,12.376,12.503,12.63,12.757,12.884,13.011,13.139,13.266,13.393,13.52,13.647,13.774,13.901,14.029,14.156,14.283,14.41,14.537,14.664,14.791,14.919,15.046,15.173,15.3,15.427,15.554,15.681,15.809,15.936,16.063,16.19,16.317,16.444
library,N2153380,N4822267,15.0,6.75,6.832,6.915,6.997,7.08,7.162,7.245,7.327,7.41,7.492,7.575,7.657,7.74,7.822,7.905,7.987,8.07,8.152,8.235,8.318,8.4,8.482,8.565,8.648,8.73,8.812,8.895,8.977,9.06,9.143,9.225,9.308,9.39,9.473,9.555,9.637,9.72,9.803,9.885,9.968,10.05,10.133,10.215,10.297,10.38,10.463,10.545,10.627,10.71,10.793,10.875,10.957,11.04,11.123,11.205,11.288,11.37,11.453,11.535,11.617,11.7,11.782,11.865,11.947,12.03,12.113,12.195,12.277,12.36,12.442,12.525,12.607,12.69,12.773,12.855,12.938,13.02,13.102,13.185,13.268,13.35,13.433,13.515,13.598,13.68,13.762,13.845,13.928,14.01,14.093,14.175,14.258,14.34,14.422,14.505,14.587,14.67,14.752,14.835,14.918
library,N2153380,N3287714,16.0,7.25,7.338,7.425,7.513,7.6,7.688,7.775,7.862,7.95,8.037,8.125,8.213,8.3,8.387,8.475,8.562,8.65,8.738,8.825,8.912,9.0,9.088,9.175,9.262,9.35,9.438,9.525,9.613,9.7,9.787,9.875,9.963,10.05,10.137,10.225,10.312,10.4,10.488,10.575,10.662,10.75,10.838,10.925,11.012,11.1,11.188,11.275,11.363,11.45,11.537,11.625,11.713,11.8,11.887,11.975,12.062,12.15,12.238,12.325,12.412,12.5,12.587,12.675,12.762,12.85,12.938,13.025,13.113,13.2,13.287,13.375,13.462,13.55,13.637,13.725,13.812,13.9,13.988,14.075,14.163,14.25,14.338,14.425,14.512,14.6,14.688,14.775,14.863,14.95,15.038,15.125,15.213,15.3,15.388,15.475,15.562,15.65,15.737,15.825,15.912
garden,N5115068,N7850553,15.0,2.143,2.16,2.177,2.195,2.215,2.234,2.255,2.277,2.299,2.322,2.346,2.371,2.397,2.424,2.452,2.481,2.511,2.542,2.574,2.607,2.642,2.677,2.714,2.752,2.791,2.832,2.874,2.917,2.962,3.008,3.056,3.105,3.156,3.208,3.263,3.319,3.377,3.436,3.498,3.562,3.627,3.695,3.765,3.837,3.912,3.989,4.069,4.151,4.235,4.323,4.413,4.506,4.602,4.701,4.804,4.909,5.018,5.131,5.247,5.367,5.49,5.618,5.75,5.885,6.025,6.17,6.319,6.473,6.631,6.795,6.964,7.138,7.317,7.502,7.693,7.889,8.092,8.301,8.517,8.739,8.967,9.203,9.446,9.696,9.954,10.22,10.493,10.766,11.043,11.328,11.62,11.92,12.228,12.544,12.869,13.202,13.543,13.894,14.253,14.622
garden,N5115068,N7603509,15.571,1.071,1.099,1.128,1.157,1.186,1.216,1.246,1.277,1.308,1.34,1.372,1.405,1.438,1.472,1.507,1.542,1.578,1.614,1.652,1.69,1.728,1.768,1.809,1.85,1.892,1.936,1.981,2.026,2.073,2.121,2.171,2.222,2.274,2.328,2.384,2.442,2.501,2.562,2.626,2.691,2.759,2.829,2.902,2.977,3.055,3.136,3.22,3.307,3.398,3.492,3.589,3.691,3.796,3.906,4.02,4.139,4.262,4.39,4.524,4.663,4.807,4.958,5.114,5.277,5.447,5.623,5.806,5.997,6.196,6.402,6.617,6.84,7.072,7.314,7.564,7.825,8.096,8.378,8.67,8.965,9.21,9.462,9.722,9.988,10.263,10.545,10.835,11.124,11.417,11.718,12.027,12.344,12.668,13.001,13.342,13.691,14.049,14.416,14.792,15.177
garden,N5115068,N4747663,17.714,1.929,1.944,1.959,1.974,1.99,2.006,2.022,2.039,2.056,2.073,2.09,2.108,2.126,2.145,2.164,2.184,2.205,2.226,2.247,2.269,2.293,2.316,2.341,2.367,2.393,2.421,2.45,2.48,2.511,2.543,2.577,2.612,2.649,2.688,2.729,2.771,2.815,2.862,2.91,2.961,3.014,3.07,3.129,3.191,3.255,3.323,3.394,3.468,3.546,3.628,3.714,3.804,3.899,3.998,4.101,4.21,4.324,4.443,4.568,4.699,4.836,4.979,5.128,5.285,5.449,5.62,5.799,5.985,6.18,6.384,6.596,6.818,7.049,7.29,7.542,7.803,8.076,8.36,8.656,8.964,9.284,9.617,9.953,10.303,10.666,11.043,11.435,11.828,12.225,12.635,13.058,13.496,13.949,14.416,14.898,15.336,15.787,16.249,16.725,17.213
lab,N8548928,N9935630,15.077,2.308,2.326,2.344,2.363,2.383,2.403,2.423,2.444,2.466,2.489,2.512,2.534,2.557,2.579,2.603,2.626,2.65,2.674,2.699,2.725,2.751,2.777,2.804,2.832,2.86,2.889,2.919,2.949,2.981,3.013,3.046,3.08,3.115,3.151,3.189,3.227,3.267,3.308,3.351,3.395,3.441,3.488,3.538,3.589,3.642,3.697,3.754,3.814,3.876,3.941,4.008,4.079,4.152,4.228,4.308,4.391,4.478,4.568,4.663,4.762,4.865,4.973,5.085,5.203,5.326,5.454,5.589,5.729,5.876,6.029,6.189,6.356,6.531,6.714,6.905,7.105,7.313,7.531,7.758,7.995,8.243,8.502,8.772,9.053,9.347,9.654,9.969,10.263,10.568,10.885,11.213,11.553,11.906,12.272,12.651,13.044,13.427,13.819,14.225,14.644
lab,N8548928,N2655524,15.692,1.154,1.173,1.193,1.213,1.233,1.253,1.273,1.294,1.315,1.337,1.358,1.38,1.403,1.426,1.449,1.472,1.496,1.521,1.546,1.571,1.597,1.624,1.651,1.679,1.707,1.736,1.766,1.797,1.829,1.862,1.896,1.93,1.966,2.004,2.042,2.082,2.124,2.167,2.212,2.258,2.307,2.358,2.41,2.466,2.523,2.583,2.647,2.713,2.782,2.854,2.93,3.01,3.094,3.182,3.274,3.371,3.473,3.581,3.694,3.812,3.937,4.069,4.207,4.352,4.505,4.666,4.835,5.014,5.201,5.398,5.605,5.823,6.053,6.294,6.547,6.813,7.093,7.387,7.695,8.019,8.359,8.716,9.091,9.463,9.745,10.036,10.337,10.649,10.971,11.306,11.651,12.009,12.38,12.763,13.16,13.571,13.971,14.382,14.805,15.242
lab,N8548928,N4538173,18.769,1.308,1.315,1.323,1.332,1.34,1.349,1.357,1.367,1.376,1.386,1.396,1.406,1.417,1.428,1.44,1.452,1.464,1.477,1.491,1.505,1.52,1.535,1.551,1.568,1.586,1.604,1.624,1.644,1.666,1.688,1.712,1.737,1.763,1.79,1.82,1.85,1.883,1.917,1.953,1.991,2.032,2.074,2.12,2.168,2.218,2.272,2.329,2.389,2.452,2.52,2.591,2.667,2.747,2.832,2.922,3.017,3.118,3.224,3.337,3.457,3.583,3.716,3.858,4.007,4.165,4.331,4.507,4.693,4.89,5.097,5.315,5.546,5.789,6.045,6.314,6.599,6.898,7.213,7.544,7.892,8.259,8.644,9.048,9.473,9.919,10.387,10.879,11.394,11.916,12.454,13.016,13.603,14.216,14.813,15.397,16.002,16.563,17.089,17.632,18.191
labyrinth3,N8858377,N4938213,15.167,9.333,9.392,9.45,9.508,9.567,9.625,9.683,9.742,9.8,9.858,9.917,9.975,10.033,10.092,10.15,10.208,10.267,10.325,10.383,10.442,10.5,10.558,10.617,10.675,10.733,10.792,10.85,10.908,10.967,11.025,11.083,11.142,11.2,11.258,11.317,11.375,11.433,11.492,11.55,11.608,11.667,11.725,11.783,11.842,11.9,11.958,12.017,12.075,12.133,12.192,12.25,12.308,12.367,12.425,12.483,12.542,12.6,12.658,12.717,12.775,12.833,12.892,12.95,13.008,13.067,13.125,13.183,13.242,13.3,13.358,13.417,13.475,13.533,13.592,13.65,13.708,13.767,13.825,13.883,13.942,14.0,14.058,14.117,14.175,14.233,14.292,14.35,14.408,14.467,14.525,14.583,14.642,14.7,14.758,14.817,14.875,14.933,14.992,15.05,15.108
labyrinth3,N8858377,N1078752,16.5,4.5,4.62,4.74,4.86,4.98,5.1,5.22,5.34,5.46,5.58,5.7,5.82,5.94,6.06,6.18,6.3,6.42,6.54,6.66,6.78,6.9,7.02,7.14,7.26,7.38,7.5,7.62,7.74,7.86,7.98,8.1,8.22,8.34,8.46,8.58,8.7,8.82,8.94,9.06,9.18,9.3,9.42,9.54,9.66,9.78,9.9,10.02,10.14,10.26,10.38,10.5,10.62,10.74,10.86,10.98,11.1,11.22,11.34,11.46,11.58,11.7,11.82,11.94,12.06,12.18,12.3,12.42,12.54,12.66,12.78,12.9,13.02,13.14,13.26,13.38,13.5,13.62,13.74,13.86,13.98,14.1,14.22,14.34,14.46,14.58,14.7,14.82,14.94,15.06,15.18,15.3,15.42,15.54,15.66,15.78,15.9,16.02,16.14,16.26,16.38
bunker3,N4351810,N6831977,15.3,11.4,11.439,11.478,11.517,11.556,11.595,11.634,11.673,11.712,11.751,11.79,11.829,11.868,11.907,11.946,11.985,12.024,12.063,12.102,12.141,12.18,12.219,12.258,12.297,12.336,12.375,12.414,12.453,12.492,12.531,12.57,12.609,12.648,12.687,12.726,12.765,12.804,12.843,12.882,12.921,12.96,12.999,13.038,13.077,13.116,13.155,13.194,13.233,13.272,13.311,13.35,13.389,13.428,13.467,13.506,13.545,13.584,13.623,13.662,13.701,13.74,13.779,13.818,13.857,13.896,13.935,13.974,14.013,14.052,14.091,14.13,14.169,14.208,14.247,14.286,14.325,14.364,14.403,14.442,14.481,14.52,14.559,14.598,14.637,14.676,14.715,14.754,14.793,14.832,14.871,14.91,14.949,14.988,15.027,15.066,15.105,15.144,15.183,15.222,15.261
bunker3,N4351810,N9720811,16.9,2.3,2.446,2.592,2.738,2.884,3.03,3.176,3.322,3.468,3.614,3.76,3.906,4.052,4.198,4.344,4.49,4.636,4.782,4.928,5.074,5.22,5.366,5.512,5.658,5.804,5.95,6.096,6.242,6.388,6.534,6.68,6.826,6.972,7.118,7.264,7.41,7.556,7.702,7.848,7.994,8.14,8.286,8.432,8.578,8.724,8.87,9.016,9.162,9.308,9.454,9.6,9.746,9.892,10.038,10.184,10.33,10.476,10.622,10.768,10.914,11.06,11.206,11.352,11.498,11.644,11.79,11.936,12.082,12.228,12.374,12.52,12.666,12.812,12.958,13.104,13.25,13.396,13.542,13.688,13.834,13.98,14.126,14.272,14.418,14.564,14.71,14.856,15.002,15.148,15.294,15.44,15.586,15.732,15.878,16.024,16.17,16.316,16.462,16.608,16.754
